schema,phase,case_id,candidate_id,framework_label,resource_label,scorer_label,pibt_label,control_label,resource_semantics_echo,scorer_mode_echo,pibt_mode_echo,pressure_mode_echo,admission_mode_echo,framework_mode_echo,pibt_max_depth_echo,max_events_echo,entry_headway_seconds_echo,pressure_weight_echo,pressure_age_weight_echo,pressure_distance_bias_echo,credit_validity_seconds_echo,credit_snapshot_max_age_seconds_echo,credit_capacity_per_edge_echo,credit_lifecycle_limit_echo,pibt_max_ready_bags_echo,pibt_max_local_resources_echo,pibt_max_candidates_per_bag_echo,fault_profile,size_segments,repeat_index,execution_status,gate_status,evidence_status,termination_reason,early_abort_status,blocker,summary_only,input_order,prefix_selection,map_raw_sha256,map_semantic_sha256,source_raw_sha256,source_semantic_sha256,input_prefix_sha256,case_config_sha256,source_bundle_sha256,binary_sha256,executor_source_sha256,deterministic_result_sha256,repeat_consistency,primary_denominator,reported_mean_minutes,denominator_scope,selected_segment_count,selected_raw_bag_count,completed_segment_count,complete_raw_bag_count,failed_segment_count,completion_rate,comparison_eligible,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,java_release_mean_minutes,source_wait_mean_minutes,network_time_mean_minutes,total_system_time_mean_minutes,survivor_original_entry_mean_minutes,v2_safe_original_entry_target_minutes,v2_safe_original_entry_gate,corrected_hca_original_entry_target_minutes,corrected_hca_original_entry_gate,matched_original_entry_performance_gate,processed_attempt_reference_minutes,processed_attempt_reference_comparable,processed_attempt_warning,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,local_queue_capacity,declared_max_events,max_edges_selected_per_arrive,event_count,wall_seconds,peak_working_set_bytes,fault_affected_bag_count,fault_affected_completed_count,fault_local_hold_count,fault_reroute_count,fault_recovery_seconds_available,fault_recovery_seconds,repair_backlog_slope_available,repair_backlog_slope,unrecovered_window_seconds,fault_p95_delta_seconds,fault_p99_delta_seconds,credit_issued_count,credit_consumed_count,credit_expired_count,credit_fault_revocation_count,credit_generation_revocation_count,credit_local_hold_count,pibt_applicability_count,pibt_attempt_count,pibt_prepare_count,pibt_validate_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_handoff_count,route_change_count,route_oscillation_count,notes
czr005.g4irsf12.experiment_result.v2,J,J_control_historical_hca_processed_segment_attempt_time_tth,historical_hca_parsed,B0,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_HISTORICAL_HCA_NOT_FRESH_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,HISTORICAL_NOT_RERUN,processed_segment_attempt_time_tth,3.96712271,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967122711 is valid only for processed-segment-attempt; the recomputed historical original-entry value is reported separately
czr005.g4irsf12.experiment_result.v2,J,J_control_historical_hca_java_release_time_tth,historical_hca_parsed,B0,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_HISTORICAL_HCA_NOT_FRESH_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,HISTORICAL_NOT_RERUN,java_release_time_tth,5.19722515,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,,,,5.19722515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967122711 is valid only for processed-segment-attempt; the recomputed historical original-entry value is reported separately
czr005.g4irsf12.experiment_result.v2,J,J_control_historical_hca_original_entry_time_tth,historical_hca_parsed,B0,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_HISTORICAL_HCA_NOT_FRESH_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,HISTORICAL_NOT_RERUN,original_entry_time_tth,5.76493675,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,5.76493675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967122711 is valid only for processed-segment-attempt; the recomputed historical original-entry value is reported separately
czr005.g4irsf12.experiment_result.v2,J,J_control_v2_safe_java_release_time_tth,frozen_v2_safe,B1,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_FROZEN_V2_SAFE_NOT_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,HISTORICAL_NOT_RERUN,java_release_time_tth,3.55659385,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,,,,3.55659385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen central/future-reservation control; never a runtime fallback
czr005.g4irsf12.experiment_result.v2,J,J_control_v2_safe_original_entry_time_tth,frozen_v2_safe,B1,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_FROZEN_V2_SAFE_NOT_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,HISTORICAL_NOT_RERUN,original_entry_time_tth,4.12430545,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,4.12430545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen central/future-reservation control; never a runtime fallback
czr005.g4irsf12.experiment_result.v2,J,J_control_g4irsf11_negative,g4irsf11_negative_control,,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,COMMITTED_G4IRSF11_NEGATIVE_CONTROL_NOT_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,HISTORICAL_NOT_RERUN,original_entry_time_tth,,outputs/tables/g4irsf11_event_runtime_case_ledger.csv,43603,28506,12125,3114,31478,0.10924015996632289,False,,136390.37104149995,144998.6228833001,,,,,,,,,,,,,,0,,0,0,,4,,,,,,,6718071,208.80694559999392,349507584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incomplete negative control; survivor means excluded from victory claims
czr005.g4irsf12.experiment_result.v2,J,J_F1_best_rule_bounded_pibt,J_F1,,R3,S0,P2,C6,,,,,,,,,,,,,,,,,,,,no_fault,43603,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,"requires reviewed 8192 evidence, explicit finalist selection, and explicit full-run authorization; G4J remains independently CLOSED",True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,dbb5a620d5e3c0963e9211bd6cb9a836506bb016db3de6cf51a986c85bff7e02,,,,,NOT_EVALUATED,original_entry_time_tth,,,43603,,,,,,False,,,,,,,,,4.124305453,PENDING,5.764936746,PENDING,PENDING,3.967122711,False,3.967122711 is processed-segment-attempt evidence and is not comparable to original_entry_time_tth,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original 1x finalist; execution remains closed until selection
czr005.g4irsf12.experiment_result.v2,J,J_F2_frozen_scorer_bounded_pibt,J_F2,,R3,S1,P2,C0,,,,,,,,,,,,,,,,,,,,no_fault,43603,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,"requires reviewed 8192 evidence, explicit finalist selection, and explicit full-run authorization; G4J remains independently CLOSED",True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,60c91e937f3c8f14ff4a80f685ec3294da6e22196cdf254eea998acb677becf1,,,,,NOT_EVALUATED,original_entry_time_tth,,,43603,,,,,,False,,,,,,,,,4.124305453,PENDING,5.764936746,PENDING,PENDING,3.967122711,False,3.967122711 is processed-segment-attempt evidence and is not comparable to original_entry_time_tth,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original 1x finalist; execution remains closed until selection
czr005.g4irsf12.experiment_result.v2,J,J_F3_reserved_no_v3,J_F3_RESERVED_NO_V3,,R3,S4,P2,C6,,,,,,,,,,,,,,,,,,,,no_fault,43603,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,J_F3 is reserved until a trained and gated G4IRSF12 v3 artifact replaces the S4 queue-aware rule placeholder,True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,dd7b048b40e4df335d9e95d3d01b0cde7da59cae1d1cb43c40a0f4506d8aec0d,,,,,NOT_EVALUATED,original_entry_time_tth,,,43603,,,,,,False,,,,,,,,,4.124305453,PENDING,5.764936746,PENDING,PENDING,3.967122711,False,3.967122711 is processed-segment-attempt evidence and is not comparable to original_entry_time_tth,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original 1x finalist slot; S4 is a queue-aware rule and is not a learned v3 model
czr005.g4irsf12.experiment_result.v2,J,J_control_pibt_off,J_CTRL_PIBT_OFF,,R3,S0,P0,C5,,,,,,,,,,,,,,,,,,,,no_fault,43603,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,"requires reviewed 8192 evidence, explicit finalist selection, and explicit full-run authorization; G4J remains independently CLOSED",True,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,ed669f3da860591cbb6529f72d39caca952122c84a0c0a8abae857c936252453,,,,,NOT_EVALUATED,original_entry_time_tth,,,43603,,,,,,False,,,,,,,,,4.124305453,PENDING,5.764936746,PENDING,PENDING,3.967122711,False,3.967122711 is processed-segment-attempt evidence and is not comparable to original_entry_time_tth,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,required original-1x PIBT-off negative control
